,Sentences,Epoch: 1 (ckpt: 1054),Epoch: 2 (ckpt: 2108),Epoch: 3 (ckpt: 3162),Epoch: 4 (ckpt: 4216),Epoch: 5 (ckpt: 5270),Epoch: 6 (ckpt: 6324)
33,Und die Teufel baten ihn alle und sprachen: Laß uns in die Säue fahren!,421.1884460449219,230.0748291015625,276.4181823730469,160.87803649902344,128.11376953125,154.0823211669922
34,Aber dagegen weh euch Reichen! denn ihr habt euren Trost dahin.,1214.0601806640625,609.5082397460938,624.4700927734375,550.5557861328125,532.7261352539062,628.1074829101562
35,"Welcher ißt, der verachte den nicht, der da nicht ißt; und welcher nicht ißt, der richte den nicht, der da ißt; denn Gott hat ihn aufgenommen.",244.0778045654297,213.60960388183594,115.79286193847656,92.87006378173828,90.04452514648438,80.92869567871094
36,"Ich weiß es nicht, Sir.",73.30229187011719,47.37087631225586,41.4383430480957,33.620723724365234,32.735958099365234,30.878538131713867
37,daß Christus sollte leiden und der erste sein aus der Auferstehung von den Toten und verkündigen ein Licht dem Volk und den Heiden.,334.5138854980469,263.07073974609375,213.57223510742188,181.8560791015625,157.46881103515625,133.58331298828125
38,"Ich habe drei Vorschläge, die ich mit Ihnen teilen werde. Ich habe noch etwa drei Minuten, das kommt also genau hin.",168.16708374023438,123.19287872314453,89.08955383300781,69.59358978271484,51.52670669555664,56.90394592285156
39,2016-05-26 18-23-48 ins 20160526 182348 720px,123.45503234863281,105.07401275634766,133.6639862060547,155.8089599609375,108.4190444946289,112.81367492675781
40,Ich bin ein Sünder.,265.055419921875,82.83297729492188,99.70494842529297,129.7523651123047,93.1712417602539,103.37649536132812
41,"du rühmst dich des Gesetzes, und schändest Gott durch Übertretung des Gesetzes;",367.6145324707031,222.7197723388672,209.61061096191406,142.48764038085938,129.23837280273438,77.08000183105469
42,"Aber den Vorhof außerhalb des Tempels wirf hinaus und miß ihn nicht; denn er ist den Heiden gegeben, und die heilige Stadt werden sie zertreten zweiundvierzig Monate.",259.0733642578125,166.99411010742188,97.16043090820312,86.8716049194336,62.576229095458984,64.49652099609375
43,Das Leben geht weiter.,1017.45947265625,420.25677490234375,393.3727722167969,191.40721130371094,202.2640838623047,179.0507354736328
44,Wollen Sie von hier verschwinden?,744.290283203125,398.5329284667969,205.01007080078125,222.27003479003906,212.33126831054688,121.22795867919922
45,Und sie saßen allda und hüteten sein.,1384.7335205078125,576.9940795898438,857.0911865234375,300.6134948730469,304.4775695800781,235.46148681640625
46,"Aber der Kanzler sprach eine Wahrheit an, auch wenn es nur eine war.",378.79803466796875,284.10894775390625,143.09095764160156,162.7986297607422,121.11183166503906,115.2357177734375
47,"Wenn Sie mit Windows XP, KLICK HIER für eine XP kompatibel Kopie RescuePRO® Standard oder KLICK HIER für eine XP kompatibel Kopie RescuePRO® Deluxe.",340.328125,203.69691467285156,173.28956604003906,89.46647644042969,47.033546447753906,39.30620574951172
48,Warum? Weil es für sie und die Gemeinde ein Desaster gewesen wäre wenn er sie entlassen hätte.,281.14666748046875,282.2839050292969,131.31910705566406,113.02156829833984,94.34263610839844,84.87865447998047
49,"AESUK hatte nicht begonnen, und hatte nicht die Absicht oder wollen beginnen, alle Schiedsverfahren. Seine Position war, dass JSC sollte nicht verfolgen oder frei sein Gerichtsverfahren gegen sie verfolgen - es sollte Schieds procedings bringen, AESUK würde diese Verfahren verteidigen.",400.2759094238281,327.5642395019531,225.510009765625,173.08038330078125,206.17324829101562,204.6407928466797
50,"Und das ist, denke ich, die Hoffnung.",141.99136352539062,114.63455963134766,79.36006927490234,72.89118194580078,83.37705993652344,78.0262451171875
51,Vor fünf Jahren wurde ich zu einem Motorradunfall gerufen.,567.8430786132812,174.0324249267578,96.0480728149414,59.63968276977539,51.8904914855957,58.55792236328125
52,(Gelächter) Und ich wurde -- und ich war wie ... und ich ...,310.1493225097656,163.9174346923828,137.7021026611328,83.96326446533203,92.54148864746094,97.3328857421875
53,"""Schatz,"" werde ich ihr sagen, ""deine Mutter ist jemand, der sich sorgt, und dein Vater ist jemand, der kämpft, und du bist das Mädchen mit den kleinen Händen und den großen Augen, die niemals aufhört nach mehr zu fragen.""",224.26300048828125,142.105224609375,105.36376190185547,101.65423583984375,95.38618469238281,62.530738830566406
54,und pictures.with hohe Qualität hd images.we Bilder sammeln spacially für unsere süßen Besucher wie Sie.,943.5338745117188,648.8425903320312,611.5956420898438,440.49884033203125,470.2193298339844,437.3541564941406
55,"denn das Gesetz macht Menschen zu Hohenpriestern, die da Schwachheit haben; dies Wort aber des Eides, das nach dem Gesetz gesagt ward, setzt den Sohn ein, der ewig und vollkommen ist.",404.9890441894531,267.5224304199219,246.81072998046875,199.3039093017578,207.5466766357422,177.48902893066406
56,"Ihr neuer Geschäftspartner mag Ihnen die Hand schütteln mit Ihnen feiern, Essen gehen, und dann einen Ausdruck des Ärgers zeigen.",285.20513916015625,232.3813018798828,170.31944274902344,135.13803100585938,106.6244125366211,111.65269470214844
57,Ihr habt ihn gehört.,1224.383544921875,754.36474609375,314.2140197753906,206.79913330078125,229.23294067382812,154.2798614501953
58,"""Und soll geschehen: An dem Ort, da zu ihnen gesagt ward: 'Ihr seid nicht mein Volk', sollen sie Kinder des lebendigen Gottes genannt werden.""",546.6215209960938,357.4044494628906,246.3095245361328,156.5134735107422,127.06774139404297,116.29269409179688
59,"""Aber nach dem Studium geben Sie im Projekt Vollgas?""",738.1998901367188,723.5794677734375,453.4353942871094,668.7390747070312,476.7795104980469,358.5431823730469
60,Und sie schifften hinüber und kamen in das Land Genezareth.,624.671142578125,490.2027282714844,293.8488464355469,266.1942138671875,136.13034057617188,136.91915893554688
61,- Oben ist doch die Polizei.,760.304443359375,447.9745178222656,382.94073486328125,437.3116149902344,374.6783447265625,488.3227844238281
62,55.000 Dollar. Das ist ein unglaublich günstiges Geschäft.,132.46913146972656,56.38570022583008,67.255126953125,60.774627685546875,67.19232940673828,47.662437438964844
63,Kommt er zurück?,2424.961669921875,996.812744140625,239.08953857421875,396.25921630859375,251.14466857910156,280.0400085449219
64,"Ich möchte damit sagen, dass Unternehmertum der richtige Weg ist.",213.7342071533203,150.13145446777344,128.0546417236328,77.70066833496094,66.85911560058594,51.322242736816406
65,"Und die Welt vergeht mit ihrer Lust; wer aber den Willen Gottes tut, der bleibt in Ewigkeit.",491.6855163574219,383.0996398925781,238.72705078125,129.9228057861328,79.57723236083984,77.31230926513672
66,"Und der Engel kam zu ihr hinein und sprach: Gegrüßet seist du, Holdselige! Der HERR ist mit dir, du Gebenedeite unter den Weibern!",387.6624450683594,276.7872314453125,162.0377960205078,128.54811096191406,110.07572937011719,103.04386138916016
67,"Jesus aber sprach zu ihm: Heute ist diesem Hause Heil widerfahren, sintemal er auch Abrahams Sohn ist.",406.7961730957031,235.53335571289062,198.7067413330078,172.52206420898438,138.85983276367188,136.12924194335938
68,- Ich mache das Foto.,810.0657348632812,525.1235961914062,279.1513977050781,275.72430419921875,311.4937438964844,254.03335571289062
69,"Daran wird's offenbar, welche die Kinder Gottes und die Kinder des Teufels sind. Wer nicht recht tut, der ist nicht von Gott, und wer nicht seinen Bruder liebhat.",190.8423614501953,155.31924438476562,151.35745239257812,86.94935607910156,81.69721221923828,80.65628814697266
70,Und sie wurden von der Gemeinde geleitet und zogen durch Phönizien und Samarien und erzählten die Bekehrung der Heiden und machten große Freude allen Brüdern.,338.7021179199219,185.59910583496094,181.7518768310547,153.95718383789062,151.25514221191406,113.9082260131836
71,Dann werden ihm die Gerechten antworten und sagen: Wann haben wir dich hungrig gesehen und haben dich gespeist? oder durstig und haben dich getränkt?,276.6596374511719,209.7432861328125,112.67449188232422,95.1499252319336,88.25701904296875,73.75918579101562
72,"Ich bin hier um zu sagen, dass ich denke, dass das die falsche Spitze der Pyramide ist, ...",88.31511688232422,77.3346176147461,47.521610260009766,46.795814514160156,34.455955505371094,31.33831214904785
73,Was sollen wir beschützen?,845.8242797851562,367.5363464355469,313.8055725097656,213.10275268554688,228.86563110351562,197.1050262451172
74,"Wenn ich es langsam gemacht hätte, wäre es wieder auf Ihrer Schulter.",262.2566223144531,165.25088500976562,121.04866790771484,85.91108703613281,66.81481170654297,52.30503845214844
75,"Hier war also eine unmissverständliche Lektion erteilt worden: Und die hieß, dass das Internet Mister Splashy Pants liebt.",376.5045471191406,271.7723388671875,220.5028839111328,195.33953857421875,184.65966796875,166.9180908203125
76,"Und ich war sicher, dass es großartig für die Demokratie sein würde und für unsere Gesellschaft.",187.4294891357422,101.7497787475586,71.94680786132812,76.42150115966797,60.47647476196289,53.700599670410156
77,"Niemand wusste Bescheid – alle dachten, es seien Holzstiefel.",707.0568237304688,444.8428649902344,423.17779541015625,354.74285888671875,191.59475708007812,209.82911682128906
78,"Ich glaube, es wäre interessant, zu sehen, was jeder mit einem solchen Projekt machen würde.",202.65284729003906,75.15684509277344,59.15322494506836,49.85993957519531,52.79538345336914,39.923858642578125
79,"Sie aber sprachen zu ihm: Wo willst du, daß wir's bereiten?",150.83358764648438,95.02169799804688,60.11199951171875,49.11460494995117,45.44164276123047,31.9470272064209
80,"Und er ging hinaus und folgte ihm und wußte nicht, daß ihm wahrhaftig solches geschähe durch den Engel; sondern es deuchte ihn, er sähe ein Gesicht.",252.31678771972656,178.13502502441406,145.61846923828125,91.50648498535156,72.08031463623047,64.98141479492188
81,"Und da acht Tage um waren, daß das Kind beschnitten würde, da ward sein Name genannt Jesus, welcher genannt war von dem Engel, ehe denn er in Mutterleibe empfangen ward.",485.78594970703125,274.866455078125,186.79957580566406,121.03319549560547,114.84619140625,77.49807739257812
82,"Äh, Verzeihung?",1351.1458740234375,880.9888305664062,465.99774169921875,571.2129516601562,495.93280029296875,708.3350219726562
83,Die ungläubigen Juden aber erweckten und entrüsteten die Seelen der Heiden wider die Brüder.,309.244384765625,179.33554077148438,104.66816711425781,75.74829864501953,62.20473861694336,50.82905960083008
84,sie hatte sich hinter einer Auslage versteckt hatte – und sie lachten und umarmten sich und rannten weg.,532.21630859375,303.71368408203125,326.3847351074219,178.14443969726562,159.92852783203125,152.69491577148438
85,Er sprach über viele wundervolle Dinge die KIPP macht zum Beispiel Innenstadt Kinder in Leiter von Universitäten verwandeln.,550.4298706054688,370.9439392089844,598.2410888671875,353.047607421875,377.35345458984375,307.99072265625
86,Sie verarschen mich wohl.,434.0909729003906,451.1103515625,313.8672180175781,152.7613983154297,89.86123657226562,202.71343994140625
87,"Einkommensumverteilung wird dafür sorgen, dass es allen besser geht -- nicht nur den armen -- weil all diese große Auswahl uns plagt.",349.811279296875,305.0562744140625,177.29922485351562,168.61770629882812,151.4481201171875,116.01409912109375
88,"Und allein im Jahr 2007 -- und ich bin sicher, es gibt noch neuere Zahlen -- wurden in etwa 1,3 Millionen Seiten nur ins Englische übersetzt.",306.685546875,169.80410766601562,140.88844299316406,112.73429870605469,84.68659210205078,88.16162109375
89,- Was ist bloß in dich gefahren?,455.6837463378906,353.47479248046875,166.172607421875,161.166259765625,99.13355255126953,76.24944305419922
90,"Ich weiß deine Werke. Siehe, ich habe vor dir gegeben eine offene Tür, und niemand kann sie zuschließen; denn du hast eine kleine Kraft, und hast mein Wort behalten und hast meinen Namen nicht verleugnet.",229.7834014892578,112.1410140991211,68.31303405761719,58.949440002441406,55.77772903442383,48.69178771972656
91,"Sie werden fernsehen. Sie werden sonst was tun.""",463.52252197265625,301.48974609375,151.58851623535156,181.35935974121094,202.5626983642578,218.8650665283203
92,Du kennst ihn doch.,981.3267822265625,229.79962158203125,765.763916015625,180.1385955810547,126.03304290771484,131.30783081054688
93,"Danke, Sir.",260.6917724609375,159.69261169433594,118.00333404541016,99.82577514648438,103.14664459228516,96.4607925415039
94,"In seiner Niedrigkeit ist sein Gericht aufgehoben. Wer wird aber seines Lebens Länge ausreden? denn sein Leben ist von der Erde weggenommen.""",475.0335388183594,361.9120788574219,195.66050720214844,187.1293487548828,112.70430755615234,124.06729888916016
95,"Das ist eine normale Familie, Leute.",202.6396026611328,100.34109497070312,67.8910140991211,81.14009857177734,73.78482818603516,78.59187316894531
96,Für den vollen Zugriff auf diese Website benötigen Sie ein Nutzerkonto.,463.9057312011719,427.46453857421875,196.58175659179688,105.05652618408203,95.67166137695312,54.74872970581055
97,Zunächst möchte ich mit Ihnen erst einmal mein Ziel abklären. Hier geht es nicht um eine Runde Wahrheit oder Lüge.,404.3605651855469,177.9231414794922,132.08041381835938,98.99287414550781,94.17633056640625,101.36662292480469
98,"Und ich sah einen Engel in der Sonne stehen; und er schrie mit großer Stimme und sprach zu allen Vögeln, die unter dem Himmel fliegen: Kommt und versammelt euch zu dem Abendmahl des großen Gottes,",206.7888946533203,144.7205047607422,121.17756652832031,70.42686462402344,88.26354217529297,75.85333251953125
99,"Tja, Bruce Wayne kann bloß nicht in Lex Luthors Haus einbrechen.",303.2966003417969,281.0516052246094,205.7373046875,129.47596740722656,141.63262939453125,154.25758361816406
100,"Glauben Sie mir, er bestätigte alle erdenklichen Klischees: im Lotussitz auf dem Fußboden sitzen, Räucherstäbchen, Kräutertee, Vegetarier – das ganze Programm, aber meine Mutter ging hin und ich war neugierig und ging mit.",310.2823181152344,217.76223754882812,140.3485565185547,118.1494369506836,83.04784393310547,72.99893951416016
101,"Aber buchstäblich am nächsten Tag sagten sie, ""Können Sie in zwei Wochen starten?"" (Gelächter)",251.1112518310547,144.54766845703125,69.83573150634766,49.0015983581543,40.56271743774414,30.83668327331543
102,In Wirklichkeit habe ich den Prozess mit jeder Menge guter Absichten gestört.,585.2378540039062,218.19305419921875,242.71826171875,183.01254272460938,116.01979064941406,119.30115509033203
103,Bewerte diese Nachricht,4169.8134765625,4033.139892578125,2343.126953125,2366.260009765625,2234.955322265625,3068.201171875
104,"Thomas aber, der Zwölf einer, der da heißt Zwilling, war nicht bei ihnen, da Jesus kam.",273.40020751953125,174.45982360839844,111.133056640625,124.87193298339844,83.04911804199219,73.9444580078125
105,Ein halbjähriger kostenfreier Internetkurs. Mit Klick auf die vergangenen Termine können die Aufnahmen der WebCasts abgerufen werden. (Mehr Informationen zur Registrierung weiter unten.),375.6383972167969,353.6730651855469,218.71212768554688,148.8892059326172,121.2947998046875,99.91368865966797
106,Ich glaube dir nicht.,259.0654602050781,196.11912536621094,113.40328216552734,174.34840393066406,150.79986572265625,100.87663269042969
107,- Hat er was gesagt?,624.8507690429688,369.2987365722656,166.5651397705078,163.27635192871094,163.00283813476562,145.03628540039062
108,Wir verlieren unser Hören.,2536.535400390625,3250.7666015625,1043.95068359375,1072.66650390625,995.9518432617188,1001.560546875
109,Ich versuche es.,519.1638793945312,262.90936279296875,193.8243865966797,247.73854064941406,204.5963897705078,234.22108459472656
110,Bist du bereit?,515.4200439453125,1794.692626953125,770.7235717773438,544.2991943359375,215.9116668701172,271.65936279296875
111,- Ich auch nicht.,277.0189514160156,514.4222412109375,249.07489013671875,276.2499084472656,171.38121032714844,148.3845672607422
112,Jede Reihe repräsentiert einen Schüler.,571.5589599609375,412.1719055175781,438.2767028808594,416.6484375,340.3580017089844,230.4313201904297
113,"Denn mit welcherlei Gericht ihr richtet, werdet ihr gerichtet werden; und mit welcherlei Maß ihr messet, wird euch gemessen werden.",476.52545166015625,277.1357421875,240.89260864257812,242.71780395507812,205.83425903320312,189.27920532226562
114,"Die Kriegsknechte, wie ihnen befohlen war, nahmen Paulus und führten ihn bei der Nacht gen Antipatris.",413.77545166015625,265.7386474609375,278.76220703125,184.53924560546875,207.1868438720703,134.14138793945312
115,- Ich bin nicht krank!,413.9388427734375,406.04888916015625,196.33828735351562,215.20059204101562,184.4636688232422,176.79808044433594
116,Behobene Probleme mit dem Herunterladen von großen Dateien (einschließlich Google Play-Updates),446.3785095214844,241.4779815673828,147.0530242919922,81.8042221069336,76.76818084716797,72.97743225097656
117,Und alsdann werden sie sehen des Menschen Sohn kommen in der Wolke mit großer Kraft und Herrlichkeit.,468.0755310058594,450.8518371582031,202.90792846679688,158.41119384765625,148.2530975341797,125.0594482421875
118,"Ich fragte mich immer, warum sie dort Lichter hatten und wir nicht.",199.51651000976562,190.68344116210938,142.18783569335938,212.93292236328125,176.67486572265625,111.77137756347656
119,"Darum heißt es: ""Wache auf, der du schläfst, und stehe auf von den Toten, so wird dich Christus erleuchten.""",192.73391723632812,161.6730499267578,119.80001831054688,104.61317443847656,77.186767578125,83.09973907470703
120,Sie sind ein Idiot.,226.7032012939453,78.08783721923828,56.66147994995117,55.41805648803711,49.92122268676758,67.61369323730469
121,"SendenDas Formular wird gesendet, bitte warten Sie einen Moment.",284.04052734375,213.41329956054688,132.53565979003906,132.41677856445312,148.48402404785156,100.70610809326172
122,Hab keine Angst.,565.0846557617188,812.4676513671875,689.16748046875,678.2467651367188,986.9510498046875,746.38427734375
123,Grundsätzlich habe ich jede religiöse Funktion ausgeübt.,584.8617553710938,288.17626953125,208.29888916015625,135.78085327148438,115.82169342041016,68.90921783447266
124,Meine Mutter erklärte den Zauber der Waschmaschine am allerersten Tag.,1207.312255859375,458.0057067871094,188.84873962402344,206.53810119628906,150.8870391845703,101.56440734863281
125,Und der dritte Engel goß aus seine Schale in die Wasserströme und in die Wasserbrunnen; und es ward Blut.,442.2962951660156,198.69271850585938,170.3529052734375,88.75357055664062,53.9041748046875,57.339012145996094
126,(Gelächter) Dies ist wie eine Konferenz des Versagens.,150.09896850585938,81.16959381103516,70.70260620117188,38.07848358154297,45.663665771484375,34.95719909667969
127,Im gleichen Paket im Gegenteil seine Sendungen Kanäle – Malyatko TV è Galychyna ТV.,822.8554077148438,747.3925170898438,610.1165771484375,636.4415283203125,453.1954345703125,575.488037109375
128,Das ist mein Stichwort.,206.44219970703125,167.73678588867188,72.1376724243164,70.90616607666016,37.15105438232422,44.349613189697266
129,Andere，Ich verwende derzeit eine feste Adresse ist ein numerischer Typ-Einstellung，范例: http://www.wukungfu.com/archives/123,505.0201721191406,325.9263916015625,301.6333923339844,517.2321166992188,222.4950408935547,183.76922607421875
130,"Ihr habt mich nicht erwählt; sondern ich habe euch erwählt und gesetzt, daß ihr hingeht und Frucht bringt und eure Frucht bleibe, auf daß, so ihr den Vater bittet in meinem Namen, er's euch gebe.",166.38470458984375,97.74407958984375,82.97142028808594,59.90372085571289,46.8153190612793,55.14038848876953
131,Jetzt sagen Sie mal.,989.7546997070312,241.15383911132812,397.63677978515625,185.29481506347656,199.6923065185547,277.3647155761719
132,Wo sind die Schlüssel?,417.2464599609375,321.3240051269531,122.32030487060547,211.85443115234375,104.85249328613281,130.0863494873047
133,"Ihr aber seid's, die ihr beharrt habt bei mir in meinen Anfechtungen.",468.3845520019531,340.5269775390625,359.5418395996094,176.30709838867188,152.81954956054688,130.06016540527344
134,"Und niemand nimmt sich selbst die Ehre, sondern er wird berufen von Gott gleichwie Aaron.",505.94189453125,387.51220703125,418.33758544921875,225.66136169433594,293.825439453125,258.04229736328125
135,"ist's aber aus Gott, so könnet ihr's nicht dämpfen; auf daß ihr nicht erfunden werdet als die wider Gott streiten wollen.",375.0107727050781,209.3230438232422,194.2650146484375,147.17262268066406,103.83946990966797,124.25509643554688
136,"Wenn Sie am Kauf interessiert sind, Mijue T500, Ich empfehle den Online-Shop Fastcardtech. Sie bieten zuverlässigen Service und die niedrigsten Preise auf dem Netz, mit kostenloser, weltweiter Versand. Klicken Sie auf den Link unten, um ihre Website zu besuchen:",248.00791931152344,101.30105590820312,41.128517150878906,20.395729064941406,15.802848815917969,21.9339542388916
137,Kontaktieren Sie uns: in kontakt treten[bei]mt4indicators.com,1200.5089111328125,814.5596923828125,531.6182250976562,440.0877380371094,363.88165283203125,162.35891723632812
138,- Wir gehen rein.,896.9270629882812,516.5045776367188,280.3875427246094,333.3470458984375,379.9782409667969,349.2519226074219
139,"Aber ihre Augen wurden gehalten, daß sie ihn nicht kannten.",299.4474792480469,229.9510040283203,181.2537078857422,88.54695129394531,86.29649353027344,67.66716766357422
140,"Oh, das ist großartig.",151.72605895996094,70.13777923583984,41.88745880126953,46.9228515625,36.306610107421875,38.55769348144531
141,"Als sie nun anhielten, ihn zu fragen, richtete er sich auf und sprach zu ihnen: Wer unter euch ohne Sünde ist, der werfe den ersten Stein auf sie.",158.77001953125,102.67125701904297,76.793701171875,71.09033203125,41.47591781616211,45.82016372680664
142,Aus Sicht des erlebenden Selbst hatte B eindeutig eine schlechtere Zeit.,543.5130615234375,450.473876953125,446.6435546875,293.5631103515625,223.18031311035156,230.94248962402344
143,Willst du mir etwas sagen?,211.9323272705078,73.93451690673828,46.85759353637695,28.79839324951172,24.846227645874023,25.253610610961914
144,Was ist passiert?,271.6545715332031,179.9910888671875,109.55094909667969,76.64488220214844,60.668373107910156,76.07174682617188
145,- Würdest du mal die Klappe halten?,416.4095153808594,173.51620483398438,93.19332122802734,105.09070587158203,68.32107543945312,59.907379150390625
146,- Wir wurden getrennt.,754.2791137695312,417.58544921875,348.7460021972656,220.8191680908203,183.41232299804688,163.87710571289062
147,"Wir müssen unseren Töchtern und Kolleginnen sagen, wir müssen es uns selbst sagen, um zu glauben, dass wir die Eins haben, dass wir die Beförderung anstreben sollen, dass wir am Tisch sitzen sollen. Und wir müssen dies in einer Welt tun, in der es für sie heißt, Opfer dafür zu bringen, obwohl dies für ihre Brüder nicht gilt.",139.67245483398438,98.2467269897461,76.26187896728516,69.71967315673828,64.1100845336914,53.31806564331055
148,Die sind nicht nötig.,306.71142578125,259.7284240722656,99.20670318603516,120.991943359375,147.44692993164062,166.56283569335938
149,Ich muss mir etwas Geld leihen.,452.0299987792969,210.1034393310547,144.60964965820312,122.64988708496094,76.53802490234375,67.7788314819336
150,Braun. Danke. Der untere?,406.9015197753906,332.3209533691406,608.0753784179688,407.6169128417969,301.60662841796875,581.2915649414062
151,Er kommt zurecht.,403.2653503417969,407.30859375,533.9017944335938,342.4927062988281,205.7569122314453,213.47315979003906
